NAME,786-0,BT-549,CCRF-CEM,COLO 205,EKVX,HCC-2998,HCT-15,HOP-62,HOP-92,HS 578T,HT29,K-562,KM12,M14,MDA-MB-231/ATCC,MDA-MB-435,NCI-H23,NCI-H322M,NCI-H522,OVCAR-3,OVCAR-5,OVCAR-8,PC-3,RXF-393,SF-268,SF-295,SK-MEL-2,SN12C,SNB-19,SNB-75,SW-620,T-47D,U251,A498,A549/ATCC,ACHN,CAKI-1,HCT-116,LOX IMVI,MALME-3M,MCF7,MOLT-4,NCI-H460,OVCAR-4,SF-539,SK-MEL-5,SR,UACC-257,UACC-62,UO-31
GSN,7.00000001,14.230000010000001,11.18000001,9.27000001,6.36000001,10.650000010000001,14.800000010000002,14.830000010000001,8.94000001,12.79000001,4.40000001,11.140000010000001,7.24000001,11.550000010000002,8.69000001,11.160000010000001,10.230000010000001,18.80000001,6.85000001,8.570000010000001,11.550000010000002,10.37000001,3.69000001,15.25000001,17.100000010000002,11.29000001,13.03000001,5.95000001,10.720000010000001,10.85000001,8.900000010000001,10.800000010000002,19.27000001,6.65000001,10.69000001,6.19000001,3.20000001,4.22000001,5.3100000099999995,2.23000001,12.61000001,4.46000001,4.40000001,9.230000010000001,1.82000001,17.30000001,18.190000010000002,14.03000001,6.14000001,8.77000001
AI452195,131.30000001000002,375.25000001,734.72000001,355.42000001,463.49000001,460.42000001,404.99000001,458.28000001,244.42000001,177.50000001,436.32000001,473.22000001000004,471.34000001,329.80000001,529.53000001,406.70000001,343.90000001,204.99000001000002,347.57000001,490.20000001,151.21000001000002,166.10000001,245.91000001,200.08000001000002,405.53000001,259.17000001,373.18000001,221.87000001,356.59000001,417.27000001,644.6900000100001,402.76000001,263.89000001,187.36000001000002,397.60000001000003,219.40000001,214.91000001,368.56000001,228.45000001,283.92000001,241.61000001000002,456.92000001,471.79000001,256.11000001,334.52000001,222.74000001000002,382.15000001,199.36000001000002,189.17000001,219.14000001
ZFP644,41.36000001,19.81000001,45.04000001,18.440000010000002,36.55000001,40.80000001,38.80000001,39.50000001,16.75000001,26.58000001,44.99000001,13.400000010000001,103.47000000999999,25.95000001,14.720000010000001,21.670000010000003,58.98000001,41.83000001,44.30000001,47.83000001,34.81000001,21.920000010000003,24.420000010000003,14.060000010000001,24.11000001,32.96000001,42.57000001,41.51000001,33.41000001,41.66000001,32.57000001,42.01000001,23.40000001,23.79000001,25.80000001,29.940000010000002,13.94000001,25.70000001,20.850000010000002,26.15000001,27.49000001,30.27000001,24.66000001,28.510000010000002,37.53000001,18.65000001,20.47000001,35.56000001,25.920000010000003,45.840000010000004
TCL1,207.87000001,21.45000001,1.72000001,668.00000001,294.72000001000004,782.88000001,577.40000001,108.29000001,2.99000001,3.56000001,914.46000001,135.00000001,483.92000001,107.30000000999999,145.94000001,13.800000010000002,197.94000001,917.67000001,317.40000001,621.22000001,679.45000001,169.78000001,2.0500000099999998,114.54000001,4.49000001,14.910000010000001,246.09000001,4.08000001,2.40000001,8.710000010000002,369.48000001,265.47000001000004,2.75000001,198.45000001,99.29000001,144.49000001000002,18.64000001,546.64000001,2.39000001,18.31000001,288.97000001000004,5.45000001,3.57000001,416.91000001000003,8.87000001,2.70000001,5.05000001,28.48000001,5.21000001,156.87000001
ADRBK2,111.76000001,221.24000001000002,99.74000000999999,78.11000001,244.98000001,96.35000000999999,245.89000001,288.10000001000003,131.15000001,192.40000001,112.57000000999999,108.39000001,201.06000001,144.82000001,181.42000001,127.86000001,126.81000001,116.97000000999999,169.47000001,99.21000000999999,227.29000001,136.33000001000002,168.84000001,138.77000001000002,167.48000001,153.92000001,240.35000001,165.97000001,184.42000001,206.15000001,208.62000001,141.52000001000002,113.10000000999999,188.02000001000002,124.11000001,124.67000001,109.44000000999999,125.12000001,190.97000001,141.75000001,133.12000001,150.04000001,80.70000001,58.64000001,172.52000001000002,103.84000001,226.97000001,100.62000001,87.55000000999999,149.51000001
5031439G07RIK,71.81000001,79.26000001,99.85000000999999,62.37000001,40.090000010000004,53.94000001,126.15000001,68.23000001,123.58000000999999,65.59000001,69.65000001,114.73000001,78.20000001,77.23000001,66.17000001,58.99000001,134.17000001,90.51000001,133.38000001,51.79000001,89.81000001,70.51000001,88.97000000999999,68.54000001,61.89000001,92.30000000999999,81.81000001,78.81000001,122.26000001,79.11000001,129.19000001,94.07000000999999,116.11000001,77.92000001,47.23000001,60.090000010000004,56.91000001,79.51000001,56.64000001,51.33000001,102.49000000999999,108.42000001,48.340000010000004,27.32000001,136.24000001000002,41.25000001,101.70000001,70.83000000999999,62.33000001,60.71000001
AHNAK,25.83000001,11.080000010000001,14.94000001,5.65000001,17.98000001,13.12000001,10.640000010000001,13.570000010000001,12.61000001,16.06000001,10.580000010000001,10.220000010000001,27.370000010000002,16.80000001,20.32000001,25.71000001,22.23000001,19.82000001,5.63000001,26.940000010000002,15.61000001,10.45000001,19.620000010000002,21.08000001,15.910000010000001,8.45000001,12.52000001,30.260000010000002,16.530000010000002,12.730000010000001,8.78000001,24.89000001,9.35000001,8.84000001,10.62000001,4.00000001,15.560000010000001,6.0200000099999995,13.94000001,17.690000010000002,11.29000001,11.11000001,9.060000010000001,14.37000001,16.96000001,19.47000001,16.350000010000002,20.27000001,7.59000001,14.29000001
ACSS1,1520.73000001,1240.8200000099998,488.80000001,585.96000001,1023.81000001,873.87000001,700.00000001,602.43000001,1425.48000001,946.33000001,1169.2700000099999,787.12000001,595.8200000100001,855.03000001,1713.3100000099998,769.74000001,852.47000001,962.70000001,881.18000001,858.13000001,560.75000001,1402.7900000099999,1725.3300000099998,1222.42000001,1134.46000001,952.46000001,1270.5700000099998,1080.3600000099998,1056.3000000099998,1349.8700000099998,586.66000001,897.31000001,1635.94000001,1172.95000001,771.37000001,1077.67000001,1152.3600000099998,794.93000001,994.76000001,539.89000001,728.00000001,315.09000001,549.6900000100001,919.15000001,1012.89000001,773.9400000100001,863.10000001,949.64000001,1052.3300000099998,797.98000001
MYO1F,1.87000001,148.02000001000002,3.65000001,2.42000001,46.93000001,5.17000001,21.010000010000002,42.26000001,6.22000001,158.93000001000001,4.68000001,77.48000001,63.87000001,15.78000001,4.37000001,26.73000001,140.55000001000002,28.91000001,6.5200000099999995,24.04000001,20.030000010000002,21.57000001,40.020000010000004,37.25000001,137.80000001000002,10.51000001,51.03000001,297.15000001,24.58000001,71.18000001,4.54000001,17.52000001,55.13000001,17.350000010000002,6.05000001,43.74000001,31.27000001,2.81000001,19.34000001,51.14000001,4.03000001,12.330000010000001,32.10000001,44.78000001,20.780000010000002,59.62000001,1.54000001,9.20000001,14.92000001,48.83000001
FAM57A,13.820000010000001,11.28000001,30.04000001,119.29000001,37.21000001,408.95000001,244.94000001,41.12000001,73.96000000999999,15.650000010000001,182.69000001,19.440000010000002,148.52000001000002,19.18000001,8.69000001,29.31000001,54.83000001,93.44000000999999,60.19000001,187.73000001,72.95000001,65.24000000999999,18.260000010000002,133.38000001,25.98000001,17.97000001,23.420000010000003,17.25000001,39.91000001,19.07000001,88.67000001,71.15000001,28.05000001,23.32000001,27.100000010000002,53.43000001,28.83000001,94.48000001,13.18000001,63.69000001,70.48000001,28.010000010000002,49.450000010000004,41.90000001,25.86000001,25.71000001,34.88000001,75.63000000999999,38.62000001,19.80000001
AI426330,10.75000001,5.88000001,5.05000001,9.380000010000002,6.17000001,8.210000010000002,6.25000001,17.74000001,9.93000001,8.35000001,10.45000001,2.50000001,5.43000001,9.570000010000001,10.730000010000001,12.240000010000001,12.36000001,15.890000010000001,5.93000001,18.27000001,4.89000001,5.18000001,7.21000001,10.380000010000002,10.720000010000001,12.01000001,9.59000001,6.21000001,10.820000010000001,5.49000001,4.92000001,10.890000010000001,10.900000010000001,7.90000001,7.00000001,5.08000001,9.94000001,6.88000001,4.57000001,4.07000001,9.660000010000001,5.22000001,14.00000001,5.42000001,12.62000001,6.97000001,7.2700000099999995,5.37000001,7.0200000099999995,3.23000001
GADD45B,274.42000001,424.07000001,559.51000001,287.42000001,114.33000000999999,223.94000001,550.06000001,332.09000001,183.88000001,439.25000001,355.56000001,546.20000001,212.49000001000002,204.64000001,559.60000001,257.64000001,286.21000001,281.72000001000004,388.82000001,244.33000001000002,287.47000001000004,312.39000001,164.29000001,226.90000001,289.56000001,245.14000001,157.06000001,138.51000001,240.41000001,239.92000001,418.44000001,272.53000001,136.93000001000001,251.81000001,149.98000001,152.78000001,288.28000001,317.63000001,246.91000001,232.85000001,280.32000001,487.83000001,157.38000001,219.82000001,295.84000001,93.37000001,289.08000001,202.05000001000002,158.44000001,251.33000001000002
EPM2AIP1,209.09000001,170.79000001,479.40000001,142.24000001000002,206.78000001,218.59000001,292.30000001,141.11000001000002,173.52000001000002,166.39000001,234.81000001,216.70000001,335.29000001,294.72000001000004,151.44000001,120.32000000999999,125.84000001,164.88000001,163.61000001000002,103.36000001,193.62000001,508.36000001,173.95000001,105.32000000999999,313.53000001,193.09000001,225.58000001000002,206.64000001,258.81000001,221.99000001000002,491.77000001,191.52000001000002,213.75000001,88.05000000999999,140.66000001,189.92000001,116.36000001,231.40000001,134.19000001,228.74000001000002,170.46000001000002,305.36000001,159.56000001,141.42000001,164.76000001,115.65000001,320.29000001,127.05000000999999,157.18000001000001,242.44000001
LOC677224,228.97000001,681.09000001,323.06000001,93.64000001,447.34000001,206.27000001000002,99.91000000999999,298.78000001,503.60000001000003,547.52000001,108.92000001,114.72000000999999,237.93000001000001,542.80000001,231.78000001,399.73000001,153.54000001,105.05000000999999,160.62000001,60.51000001,55.22000001,129.52000001000002,92.39000001,418.61000001,194.33000001000002,241.43000001000001,241.22000001,243.18000001000001,105.17000001,370.23000001,136.24000001000002,152.91000001,91.57000000999999,176.43000001000001,195.26000001,156.03000001,244.23000001,149.97000001,247.54000001,211.07000001,150.84000001,285.88000001,92.40000001,274.33000001,214.21000001000002,81.76000001,178.02000001000002,92.19000000999999,92.65000001,236.35000001
4930583H14RIK,114.11000001,253.55000001000002,147.11000001000002,133.86000001000002,130.61000001000002,160.19000001,151.41000001,178.45000001,203.69000001,141.38000001,180.51000001,217.11000001000002,97.15000001,134.43000001000001,93.94000000999999,71.14000001,112.86000001,182.86000001000002,182.82000001,72.69000000999999,104.83000000999999,112.78000001,40.89000001,108.95000001,103.33000000999999,102.64000001,108.28000001,95.00000001,100.81000001,85.00000001,187.75000001,283.28000001,76.81000001,116.30000000999999,117.44000000999999,75.33000000999999,105.76000001,131.74000001000002,92.61000001,120.82000000999999,133.18000001000001,213.00000001,143.74000001000002,138.91000001,82.81000001,61.81000001,100.60000000999999,71.93000001,74.18000001,115.25000001
FNDC5,203.87000001,80.11000001,75.97000000999999,102.98000001,114.46000000999999,109.11000001,92.67000001,200.91000001,279.57000001,213.18000001000001,259.69000001,70.53000001,112.56000001,49.26000001,213.16000001,68.89000001,181.00000001,273.84000001,73.63000000999999,204.30000001000002,186.00000001,204.87000001,180.65000001,213.48000001,299.87000001,241.08000001000002,113.50000001,209.54000001,298.15000001,304.73000001,133.52000001000002,151.24000001000002,624.18000001,242.59000001,186.52000001000002,203.26000001,125.09000001,148.47000001,108.40000001,166.23000001,89.45000001,81.07000000999999,169.03000001,136.26000001,129.16000001,129.47000001,144.97000001,121.50000001,132.60000001,183.18000001000001
MTHFD2L,4.91000001,2.71000001,52.15000001,27.780000010000002,15.720000010000001,19.81000001,58.340000010000004,8.37000001,21.99000001,6.5200000099999995,22.81000001,74.24000000999999,52.520000010000004,13.00000001,10.09000001,30.940000010000002,5.79000001,9.580000010000001,61.61000001,18.80000001,6.63000001,9.240000010000001,27.47000001,3.72000001,6.39000001,10.070000010000001,5.86000001,5.2700000099999995,5.24000001,2.75000001,50.700000010000004,35.79000001,3.61000001,10.03000001,16.99000001,8.52000001,7.83000001,30.030000010000002,4.54000001,5.29000001,41.10000001,19.920000010000003,17.14000001,3.00000001,6.24000001,5.43000001,26.940000010000002,4.03000001,8.53000001,4.3100000099999995
MYO1C,459.42000001,195.11000001000002,398.34000001,493.40000001,299.54000001,421.45000001,355.13000001,455.64000001,356.50000001,438.73000001,413.61000001,355.37000001,347.74000001,520.98000001,374.36000001,323.28000001,419.66000001000003,314.65000001,493.27000001,498.04000001,329.13000001,218.70000001,232.11000001000002,516.40000001,360.48000001,318.51000001,383.11000001,430.60000001000003,281.78000001,363.64000001,319.93000001,558.39000001,471.96000001,200.15000001,279.48000001,404.44000001,292.24000001,364.05000001,158.20000001,590.53000001,357.33000001,163.98000001,243.83000001000002,264.52000001,410.76000001,295.46000001,368.60000001000003,433.10000001000003,458.28000001,392.08000001
TDRD7,87.54000001,151.05000001000002,7.49000001,48.31000001,99.42000001,50.80000001,78.15000001,66.07000000999999,167.98000001,123.82000000999999,82.35000000999999,12.18000001,55.840000010000004,115.58000000999999,262.52000001,73.59000001,35.68000001,49.54000001,96.74000000999999,31.690000010000002,43.24000001,124.10000000999999,86.84000001,132.01000001,122.84000001,88.00000001,73.21000000999999,91.36000001,189.52000001000002,99.21000000999999,40.53000001,5.5200000099999995,155.49000001000002,84.35000000999999,67.76000001,73.33000000999999,128.61000001000002,57.25000001,61.21000001,43.22000001,9.230000010000001,12.720000010000001,44.75000001,27.190000010000002,142.63000001,36.86000001,140.65000001,35.950000010000004,35.590000010000004,99.78000001
FZD2,220.71000001000002,1007.05000001,366.75000001,353.91000001000003,865.21000001,334.36000001,282.65000001,264.75000001,368.32000001,436.53000001,303.17000001,285.74000001,393.51000001,380.99000001,389.93000001,599.96000001,271.71000001,181.31000001,308.12000001,551.62000001,209.02000001000002,379.31000001,496.44000001,215.47000001,393.60000001000003,407.66000001000003,801.14000001,520.14000001,180.71000001000002,173.87000001,554.03000001,251.31000001,220.88000001,213.88000001,308.84000001,278.67000001,337.46000001,516.1900000100001,497.03000001,174.98000001,196.21000001000002,250.87000001,386.93000001,445.79000001,215.52000001000002,279.23000001,180.17000001,410.26000001,409.63000001,272.33000001
AFAP1,34.47000001,36.63000001,56.23000001,38.90000001,39.14000001,40.60000001,57.89000001,61.05000001,54.65000001,51.19000001,25.93000001,39.090000010000004,27.27000001,42.63000001,69.22000000999999,21.600000010000002,45.03000001,32.36000001,77.14000001,33.97000001,62.40000001,40.61000001,50.83000001,26.32000001,70.99000000999999,58.78000001,61.17000001,65.77000000999999,36.340000010000004,39.96000001,36.520000010000004,62.47000001,50.19000001,25.030000010000002,62.17000001,34.00000001,28.23000001,61.00000001,46.68000001,43.75000001,32.11000001,76.57000000999999,24.100000010000002,21.33000001,41.58000001,33.60000001,51.01000001,29.43000001,23.02000001,36.50000001
H2-Q7,156.29000001,332.44000001,20.13000001,72.79000001,160.05000001000002,65.83000000999999,51.66000001,110.52000000999999,206.87000001,348.54000001,141.07000001,20.23000001,58.92000001,103.14000001,396.11000001,110.50000001,57.16000001,94.98000001,56.93000001,46.01000001,230.25000001,191.49000001000002,198.36000001000002,253.73000001,358.52000001,208.31000001,165.76000001,261.02000001,121.52000000999999,172.72000001,48.55000001,146.27000001000002,272.84000001,131.65000001,103.93000001,185.35000001,120.11000001,139.22000001,197.00000001,96.80000000999999,36.37000001,13.710000010000002,231.54000001,76.96000000999999,92.91000000999999,103.95000001,8.19000001,82.37000001,34.26000001,292.79000001
SYNGR3,32.94000001,29.52000001,41.85000001,16.89000001,9.87000001,30.510000010000002,36.38000001,28.36000001,26.52000001,29.920000010000003,18.870000010000002,29.23000001,29.91000001,12.94000001,29.04000001,16.75000001,46.71000001,30.670000010000003,24.620000010000002,40.12000001,14.710000010000002,24.370000010000002,15.720000010000001,21.22000001,31.52000001,19.670000010000003,16.05000001,17.83000001,25.16000001,26.88000001,24.08000001,22.46000001,23.59000001,22.11000001,16.760000010000002,48.43000001,15.93000001,18.510000010000002,11.320000010000001,21.11000001,10.630000010000002,14.79000001,20.89000001,18.63000001,11.880000010000002,30.780000010000002,39.29000001,7.94000001,28.86000001,18.280000010000002
TRH,32.91000001,43.05000001,46.200000010000004,18.89000001,43.92000001,69.00000001,106.28000001,86.67000001,51.57000001,51.29000001,38.86000001,69.24000000999999,41.37000001,36.89000001,33.46000001,33.68000001,56.89000001,66.53000001,38.46000001,20.670000010000003,31.25000001,25.72000001,33.08000001,22.86000001,54.200000010000004,38.83000001,59.74000001,31.260000010000002,29.89000001,58.770000010000004,53.15000001,74.00000001,39.14000001,16.93000001,56.11000001,16.620000010000002,25.530000010000002,37.82000001,40.270000010000004,59.80000001,68.15000001,50.14000001,31.75000001,32.74000001,43.65000001,47.23000001,31.20000001,45.29000001,24.29000001,21.41000001
ETS1,71.31000001,43.590000010000004,114.78000001,134.63000001,63.53000001,116.44000000999999,90.11000001,96.16000000999999,130.90000001,74.15000001,76.69000000999999,132.74000001000002,111.66000000999999,83.53000001,89.57000000999999,132.70000001,78.34000001,81.26000001,88.94000000999999,97.10000000999999,132.08000001000002,64.13000000999999,122.53000001,69.37000001,56.04000001,105.17000001,150.49000001000002,38.93000001,103.11000001,69.58000000999999,105.90000001,172.99000001000002,96.54000001,61.73000001,54.99000001,50.10000001,59.87000001,96.96000000999999,91.70000001,86.44000000999999,104.28000001,115.92000001,69.97000000999999,55.22000001,67.35000000999999,108.11000001,97.18000001,119.51000001,110.45000001,74.36000001
CAR3,154.99000001000002,151.73000001,124.86000001,192.43000001000001,163.77000001000002,216.94000001,195.87000001,165.01000001,177.79000001,215.31000001,181.14000001,226.50000001,255.16000001,189.62000001,78.79000001,307.69000001,232.28000001,140.62000001,223.85000001,881.70000001,20.11000001,215.04000001,219.05000001000002,117.80000000999999,127.90000001,160.64000001,230.26000001,135.36000001000002,143.60000001,117.59000001,172.28000001,117.00000001,146.40000001,56.91000001,157.92000001,110.88000000999999,82.93000001,235.86000001000002,200.84000001,73.78000001,77.30000000999999,80.91000000999999,176.26000001,148.66000001,125.59000001,166.76000001,39.700000010000004,240.29000001,370.74000001,51.40000001
LGALS9,18.850000010000002,30.43000001,18.780000010000002,335.77000001,181.12000001,54.73000001,471.47000001000004,282.01000001,254.33000001000002,67.89000001,119.19000000999999,171.78000001,98.24000000999999,141.67000001,290.71000001,122.18000001,15.550000010000002,90.48000001,102.47000000999999,34.81000001,69.07000000999999,428.51000001,21.77000001,51.90000001,112.99000000999999,285.46000001,301.70000001,188.45000001,56.63000001,363.68000001,146.34000001,27.13000001,53.49000001,36.36000001,56.63000001,152.93000001000001,88.59000001,295.14000001,158.94000001,144.55000001000002,88.58000000999999,20.23000001,118.90000001,88.56000001,175.74000001000002,38.57000001,12.60000001,119.09000001,60.770000010000004,120.11000001
DNM1,57.03000001,41.07000001,63.38000001,39.92000001,1654.8000000099998,41.82000001,28.84000001,47.840000010000004,51.99000001,3598.32000001,48.15000001,21.48000001,26.40000001,34.93000001,42.57000001,47.31000001,55.62000001,120.76000001,38.30000001,54.14000001,1593.8300000099998,68.67000001,45.41000001,237.87000001,1812.1000000099998,1154.3700000099998,163.88000001,71.41000000999999,589.74000001,3074.79000001,27.940000010000002,4400.67000001,9579.71000001,50.64000001,29.870000010000002,42.65000001,39.91000001,32.98000001,39.37000001,292.14000001,2829.71000001,27.440000010000002,70.46000000999999,254.05000001000002,323.18000001,52.450000010000004,59.03000001,52.00000001,75.89000001,199.79000001
IL10RB,35.37000001,16.59000001,47.90000001,28.38000001,157.82000001,38.56000001,67.06000001,36.40000001,22.260000010000002,34.05000001,44.450000010000004,21.36000001,31.81000001,32.21000001,47.40000001,31.61000001,32.700000010000004,44.06000001,50.60000001,23.58000001,30.55000001,42.74000001,41.73000001,19.50000001,151.55000001000002,30.39000001,21.47000001,34.00000001,18.420000010000003,24.27000001,56.54000001,62.36000001,25.93000001,29.760000010000002,31.510000010000002,23.31000001,22.25000001,36.17000001,47.69000001,35.38000001,26.49000001,42.19000001,41.36000001,41.64000001,26.120000010000002,30.89000001,42.450000010000004,37.07000001,12.410000010000001,35.590000010000004
