VITVvi_vCabSauv08_v1.1.unplaced.1142	8231	1
VITVvi_vCabSauv08_v1.1.unplaced.1147	1175	1
VITVvi_vCabSauv08_v1.1.unplaced.115	163004	16
VITVvi_vCabSauv08_v1.1.unplaced.1150	6385	2
VITVvi_vCabSauv08_v1.1.unplaced.1153	2952	1
VITVvi_vCabSauv08_v1.1.unplaced.1157	1367	1
VITVvi_vCabSauv08_v1.1.unplaced.116	158684	16
VITVvi_vCabSauv08_v1.1.unplaced.1160	6905	1
VITVvi_vCabSauv08_v1.1.unplaced.1161	6826	1
VITVvi_vCabSauv08_v1.1.unplaced.1163	1630	1
VITVvi_vCabSauv08_v1.1.unplaced.1165	7622	3
VITVvi_vCabSauv08_v1.1.unplaced.1167	3282	1
VITVvi_vCabSauv08_v1.1.unplaced.117	158094	10
VITVvi_vCabSauv08_v1.1.unplaced.1178	6118	1
VITVvi_vCabSauv08_v1.1.unplaced.118	153304	4
VITVvi_vCabSauv08_v1.1.unplaced.1185	5993	1
VITVvi_vCabSauv08_v1.1.unplaced.1188	6468	1
VITVvi_vCabSauv08_v1.1.unplaced.1189	6313	1
VITVvi_vCabSauv08_v1.1.unplaced.1191	6155	1
VITVvi_vCabSauv08_v1.1.unplaced.1192	5920	1
VITVvi_vCabSauv08_v1.1.unplaced.1194	6288	1
VITVvi_vCabSauv08_v1.1.unplaced.1195	5102	2
VITVvi_vCabSauv08_v1.1.unplaced.120	151437	10
VITVvi_vCabSauv08_v1.1.unplaced.1200	4103	1
VITVvi_vCabSauv08_v1.1.unplaced.1206	3522	1
VITVvi_vCabSauv08_v1.1.unplaced.1209	2168	1
VITVvi_vCabSauv08_v1.1.unplaced.121	141308	14
VITVvi_vCabSauv08_v1.1.unplaced.1216	4714	1
VITVvi_vCabSauv08_v1.1.unplaced.122	143212	16
VITVvi_vCabSauv08_v1.1.unplaced.1222	834	1
VITVvi_vCabSauv08_v1.1.unplaced.1229	4341	1
VITVvi_vCabSauv08_v1.1.unplaced.123	79721	1
VITVvi_vCabSauv08_v1.1.unplaced.1231	3259	1
VITVvi_vCabSauv08_v1.1.unplaced.1237	2211	1
VITVvi_vCabSauv08_v1.1.unplaced.124	149262	8
VITVvi_vCabSauv08_v1.1.unplaced.1241	2465	1
VITVvi_vCabSauv08_v1.1.unplaced.1246	3067	1
VITVvi_vCabSauv08_v1.1.unplaced.1258	1708	1
VITVvi_vCabSauv08_v1.1.unplaced.1263	2496	1
VITVvi_vCabSauv08_v1.1.unplaced.127	128338	6
VITVvi_vCabSauv08_v1.1.unplaced.128	127136	4
VITVvi_vCabSauv08_v1.1.unplaced.129	135532	11
VITVvi_vCabSauv08_v1.1.unplaced.13	1152175	97
VITVvi_vCabSauv08_v1.1.unplaced.130	135073	11
VITVvi_vCabSauv08_v1.1.unplaced.131	132310	4
VITVvi_vCabSauv08_v1.1.unplaced.132	135170	3
VITVvi_vCabSauv08_v1.1.unplaced.133	122878	5
VITVvi_vCabSauv08_v1.1.unplaced.134	118263	4
VITVvi_vCabSauv08_v1.1.unplaced.135	132401	9
VITVvi_vCabSauv08_v1.1.unplaced.136	124594	9
VITVvi_vCabSauv08_v1.1.unplaced.138	82805	4
VITVvi_vCabSauv08_v1.1.unplaced.139	111629	1
VITVvi_vCabSauv08_v1.1.unplaced.14	1111070	71
VITVvi_vCabSauv08_v1.1.unplaced.140	116135	9
VITVvi_vCabSauv08_v1.1.unplaced.141	16015	2
VITVvi_vCabSauv08_v1.1.unplaced.142	90296	6
VITVvi_vCabSauv08_v1.1.unplaced.144	110767	5
VITVvi_vCabSauv08_v1.1.unplaced.145	77107	4
VITVvi_vCabSauv08_v1.1.unplaced.146	115794	6
VITVvi_vCabSauv08_v1.1.unplaced.147	114695	9
VITVvi_vCabSauv08_v1.1.unplaced.148	118756	5
VITVvi_vCabSauv08_v1.1.unplaced.149	98292	6
VITVvi_vCabSauv08_v1.1.unplaced.15	1012274	74
VITVvi_vCabSauv08_v1.1.unplaced.150	105850	5
VITVvi_vCabSauv08_v1.1.unplaced.151	93853	8
VITVvi_vCabSauv08_v1.1.unplaced.152	81991	3
VITVvi_vCabSauv08_v1.1.unplaced.153	88712	5
VITVvi_vCabSauv08_v1.1.unplaced.154	48836	3
VITVvi_vCabSauv08_v1.1.unplaced.155	46275	3
VITVvi_vCabSauv08_v1.1.unplaced.156	104316	5
VITVvi_vCabSauv08_v1.1.unplaced.158	40389	4
VITVvi_vCabSauv08_v1.1.unplaced.160	102525	8
VITVvi_vCabSauv08_v1.1.unplaced.161	99323	3
VITVvi_vCabSauv08_v1.1.unplaced.163	93849	9
VITVvi_vCabSauv08_v1.1.unplaced.165	90962	4
VITVvi_vCabSauv08_v1.1.unplaced.166	100268	4
VITVvi_vCabSauv08_v1.1.unplaced.169	86930	1
VITVvi_vCabSauv08_v1.1.unplaced.170	101920	5
VITVvi_vCabSauv08_v1.1.unplaced.171	35653	3
VITVvi_vCabSauv08_v1.1.unplaced.172	94399	6
VITVvi_vCabSauv08_v1.1.unplaced.173	43176	3
VITVvi_vCabSauv08_v1.1.unplaced.175	94417	9
VITVvi_vCabSauv08_v1.1.unplaced.176	93301	3
VITVvi_vCabSauv08_v1.1.unplaced.177	61127	3
VITVvi_vCabSauv08_v1.1.unplaced.178	87668	11
VITVvi_vCabSauv08_v1.1.unplaced.179	87649	7
VITVvi_vCabSauv08_v1.1.unplaced.18	918832	39
VITVvi_vCabSauv08_v1.1.unplaced.180	58538	3
VITVvi_vCabSauv08_v1.1.unplaced.181	33760	1
VITVvi_vCabSauv08_v1.1.unplaced.182	82894	4
VITVvi_vCabSauv08_v1.1.unplaced.183	86554	5
VITVvi_vCabSauv08_v1.1.unplaced.184	77631	4
VITVvi_vCabSauv08_v1.1.unplaced.185	85709	8
VITVvi_vCabSauv08_v1.1.unplaced.186	85874	4
VITVvi_vCabSauv08_v1.1.unplaced.187	54950	2
VITVvi_vCabSauv08_v1.1.unplaced.19	703160	26
VITVvi_vCabSauv08_v1.1.unplaced.191	49277	3
VITVvi_vCabSauv08_v1.1.unplaced.192	86265	1
VITVvi_vCabSauv08_v1.1.unplaced.194	57816	5
VITVvi_vCabSauv08_v1.1.unplaced.196	83475	5
VITVvi_vCabSauv08_v1.1.unplaced.197	83536	9
VITVvi_vCabSauv08_v1.1.unplaced.199	67024	4
VITVvi_vCabSauv08_v1.1.unplaced.2	3183551	115
VITVvi_vCabSauv08_v1.1.unplaced.20	771330	9
VITVvi_vCabSauv08_v1.1.unplaced.201	82737	4
VITVvi_vCabSauv08_v1.1.unplaced.204	82060	6
VITVvi_vCabSauv08_v1.1.unplaced.207	66628	1
VITVvi_vCabSauv08_v1.1.unplaced.208	74038	4
VITVvi_vCabSauv08_v1.1.unplaced.209	63305	5
VITVvi_vCabSauv08_v1.1.unplaced.21	752971	26
VITVvi_vCabSauv08_v1.1.unplaced.210	75036	2
VITVvi_vCabSauv08_v1.1.unplaced.211	79177	5
VITVvi_vCabSauv08_v1.1.unplaced.212	53769	5
VITVvi_vCabSauv08_v1.1.unplaced.213	76450	4
VITVvi_vCabSauv08_v1.1.unplaced.214	16516	1
VITVvi_vCabSauv08_v1.1.unplaced.215	57626	4
VITVvi_vCabSauv08_v1.1.unplaced.216	60302	5
VITVvi_vCabSauv08_v1.1.unplaced.217	78621	4
VITVvi_vCabSauv08_v1.1.unplaced.219	46995	2
VITVvi_vCabSauv08_v1.1.unplaced.22	733855	48
VITVvi_vCabSauv08_v1.1.unplaced.220	67959	4
VITVvi_vCabSauv08_v1.1.unplaced.221	53348	2
VITVvi_vCabSauv08_v1.1.unplaced.222	64106	7
VITVvi_vCabSauv08_v1.1.unplaced.224	34717	1
VITVvi_vCabSauv08_v1.1.unplaced.225	36233	8
VITVvi_vCabSauv08_v1.1.unplaced.226	74019	2
VITVvi_vCabSauv08_v1.1.unplaced.227	70666	1
VITVvi_vCabSauv08_v1.1.unplaced.228	70036	2
VITVvi_vCabSauv08_v1.1.unplaced.229	73299	8
VITVvi_vCabSauv08_v1.1.unplaced.23	708671	33
VITVvi_vCabSauv08_v1.1.unplaced.230	63224	6
VITVvi_vCabSauv08_v1.1.unplaced.231	7386	1
VITVvi_vCabSauv08_v1.1.unplaced.232	74132	6
VITVvi_vCabSauv08_v1.1.unplaced.233	65935	4
VITVvi_vCabSauv08_v1.1.unplaced.234	63380	4
VITVvi_vCabSauv08_v1.1.unplaced.235	65084	6
VITVvi_vCabSauv08_v1.1.unplaced.237	68389	1
VITVvi_vCabSauv08_v1.1.unplaced.239	61441	5
VITVvi_vCabSauv08_v1.1.unplaced.24	711719	25
VITVvi_vCabSauv08_v1.1.unplaced.240	38981	1
VITVvi_vCabSauv08_v1.1.unplaced.241	28942	1
VITVvi_vCabSauv08_v1.1.unplaced.242	65789	4
VITVvi_vCabSauv08_v1.1.unplaced.243	66651	2
VITVvi_vCabSauv08_v1.1.unplaced.244	24876	1
VITVvi_vCabSauv08_v1.1.unplaced.245	52673	5
VITVvi_vCabSauv08_v1.1.unplaced.246	6573	1
VITVvi_vCabSauv08_v1.1.unplaced.247	54781	1
VITVvi_vCabSauv08_v1.1.unplaced.248	61549	3
VITVvi_vCabSauv08_v1.1.unplaced.249	26965	2
VITVvi_vCabSauv08_v1.1.unplaced.25	694730	46
VITVvi_vCabSauv08_v1.1.unplaced.250	52104	2
VITVvi_vCabSauv08_v1.1.unplaced.252	50973	5
VITVvi_vCabSauv08_v1.1.unplaced.253	61868	2
VITVvi_vCabSauv08_v1.1.unplaced.254	12506	1
VITVvi_vCabSauv08_v1.1.unplaced.255	59997	6
VITVvi_vCabSauv08_v1.1.unplaced.256	58017	5
VITVvi_vCabSauv08_v1.1.unplaced.259	50334	9
VITVvi_vCabSauv08_v1.1.unplaced.26	694391	47
VITVvi_vCabSauv08_v1.1.unplaced.262	60115	7
VITVvi_vCabSauv08_v1.1.unplaced.263	60759	4
VITVvi_vCabSauv08_v1.1.unplaced.264	57624	3
VITVvi_vCabSauv08_v1.1.unplaced.265	40516	1
VITVvi_vCabSauv08_v1.1.unplaced.267	36144	3
VITVvi_vCabSauv08_v1.1.unplaced.269	58093	6
VITVvi_vCabSauv08_v1.1.unplaced.27	652965	32
VITVvi_vCabSauv08_v1.1.unplaced.270	57698	3
VITVvi_vCabSauv08_v1.1.unplaced.271	56799	9
VITVvi_vCabSauv08_v1.1.unplaced.274	60298	6
VITVvi_vCabSauv08_v1.1.unplaced.275	55319	4
VITVvi_vCabSauv08_v1.1.unplaced.276	54402	5
VITVvi_vCabSauv08_v1.1.unplaced.277	45233	1
VITVvi_vCabSauv08_v1.1.unplaced.279	58663	2
VITVvi_vCabSauv08_v1.1.unplaced.28	602556	24
VITVvi_vCabSauv08_v1.1.unplaced.280	19021	1
VITVvi_vCabSauv08_v1.1.unplaced.281	54418	4
VITVvi_vCabSauv08_v1.1.unplaced.285	57509	5
VITVvi_vCabSauv08_v1.1.unplaced.286	59269	5
VITVvi_vCabSauv08_v1.1.unplaced.287	58766	2
VITVvi_vCabSauv08_v1.1.unplaced.288	47603	3
VITVvi_vCabSauv08_v1.1.unplaced.289	37664	3
VITVvi_vCabSauv08_v1.1.unplaced.29	593327	58
VITVvi_vCabSauv08_v1.1.unplaced.290	58467	4
VITVvi_vCabSauv08_v1.1.unplaced.291	30887	2
VITVvi_vCabSauv08_v1.1.unplaced.293	16208	1
VITVvi_vCabSauv08_v1.1.unplaced.295	53285	6
VITVvi_vCabSauv08_v1.1.unplaced.297	30859	2
VITVvi_vCabSauv08_v1.1.unplaced.298	44042	3
VITVvi_vCabSauv08_v1.1.unplaced.299	25344	2
VITVvi_vCabSauv08_v1.1.unplaced.30	574575	62
VITVvi_vCabSauv08_v1.1.unplaced.300	41410	2
VITVvi_vCabSauv08_v1.1.unplaced.302	53327	10
VITVvi_vCabSauv08_v1.1.unplaced.304	35768	1
VITVvi_vCabSauv08_v1.1.unplaced.306	16525	1
VITVvi_vCabSauv08_v1.1.unplaced.307	52060	2
VITVvi_vCabSauv08_v1.1.unplaced.308	46703	3
VITVvi_vCabSauv08_v1.1.unplaced.309	53848	2
VITVvi_vCabSauv08_v1.1.unplaced.31	562490	26
VITVvi_vCabSauv08_v1.1.unplaced.310	10767	1
VITVvi_vCabSauv08_v1.1.unplaced.311	24964	2
VITVvi_vCabSauv08_v1.1.unplaced.312	16195	1
VITVvi_vCabSauv08_v1.1.unplaced.315	33096	3
VITVvi_vCabSauv08_v1.1.unplaced.316	49365	3
VITVvi_vCabSauv08_v1.1.unplaced.317	50659	5
VITVvi_vCabSauv08_v1.1.unplaced.318	5546	2
VITVvi_vCabSauv08_v1.1.unplaced.319	43042	6
VITVvi_vCabSauv08_v1.1.unplaced.32	564037	37
VITVvi_vCabSauv08_v1.1.unplaced.320	528	1
VITVvi_vCabSauv08_v1.1.unplaced.321	40738	3
VITVvi_vCabSauv08_v1.1.unplaced.322	14718	2
VITVvi_vCabSauv08_v1.1.unplaced.323	25397	2
VITVvi_vCabSauv08_v1.1.unplaced.324	8929	1
VITVvi_vCabSauv08_v1.1.unplaced.325	21439	2
VITVvi_vCabSauv08_v1.1.unplaced.326	49992	3
VITVvi_vCabSauv08_v1.1.unplaced.327	40123	5
VITVvi_vCabSauv08_v1.1.unplaced.328	30845	2
VITVvi_vCabSauv08_v1.1.unplaced.33	516318	47
VITVvi_vCabSauv08_v1.1.unplaced.330	16691	2
VITVvi_vCabSauv08_v1.1.unplaced.331	48526	2
VITVvi_vCabSauv08_v1.1.unplaced.332	22729	2
VITVvi_vCabSauv08_v1.1.unplaced.333	33968	2
VITVvi_vCabSauv08_v1.1.unplaced.334	41774	3
VITVvi_vCabSauv08_v1.1.unplaced.335	37701	2
VITVvi_vCabSauv08_v1.1.unplaced.336	46264	3
VITVvi_vCabSauv08_v1.1.unplaced.337	41930	8
VITVvi_vCabSauv08_v1.1.unplaced.339	49212	3
VITVvi_vCabSauv08_v1.1.unplaced.34	476586	31
VITVvi_vCabSauv08_v1.1.unplaced.341	47839	3
VITVvi_vCabSauv08_v1.1.unplaced.342	44779	4
VITVvi_vCabSauv08_v1.1.unplaced.343	47294	2
VITVvi_vCabSauv08_v1.1.unplaced.345	46940	6
VITVvi_vCabSauv08_v1.1.unplaced.347	28008	2
VITVvi_vCabSauv08_v1.1.unplaced.348	47608	2
VITVvi_vCabSauv08_v1.1.unplaced.35	437167	40
VITVvi_vCabSauv08_v1.1.unplaced.350	47288	4
VITVvi_vCabSauv08_v1.1.unplaced.351	40146	2
VITVvi_vCabSauv08_v1.1.unplaced.352	35800	2
VITVvi_vCabSauv08_v1.1.unplaced.353	21888	2
VITVvi_vCabSauv08_v1.1.unplaced.355	46124	5
VITVvi_vCabSauv08_v1.1.unplaced.357	45074	3
VITVvi_vCabSauv08_v1.1.unplaced.358	43619	8
VITVvi_vCabSauv08_v1.1.unplaced.359	17492	1
VITVvi_vCabSauv08_v1.1.unplaced.360	34607	3
VITVvi_vCabSauv08_v1.1.unplaced.363	33457	4
VITVvi_vCabSauv08_v1.1.unplaced.365	28266	1
VITVvi_vCabSauv08_v1.1.unplaced.366	45636	6
VITVvi_vCabSauv08_v1.1.unplaced.367	14486	1
VITVvi_vCabSauv08_v1.1.unplaced.368	36663	4
VITVvi_vCabSauv08_v1.1.unplaced.369	45029	3
VITVvi_vCabSauv08_v1.1.unplaced.37	448487	14
VITVvi_vCabSauv08_v1.1.unplaced.370	34772	1
VITVvi_vCabSauv08_v1.1.unplaced.371	39857	1
VITVvi_vCabSauv08_v1.1.unplaced.373	42554	6
VITVvi_vCabSauv08_v1.1.unplaced.374	43190	1
VITVvi_vCabSauv08_v1.1.unplaced.375	34503	2
VITVvi_vCabSauv08_v1.1.unplaced.376	44564	4
VITVvi_vCabSauv08_v1.1.unplaced.377	14281	2
VITVvi_vCabSauv08_v1.1.unplaced.378	22293	3
VITVvi_vCabSauv08_v1.1.unplaced.380	22697	2
VITVvi_vCabSauv08_v1.1.unplaced.381	12100	2
VITVvi_vCabSauv08_v1.1.unplaced.382	39176	3
VITVvi_vCabSauv08_v1.1.unplaced.383	22362	1
VITVvi_vCabSauv08_v1.1.unplaced.385	7152	1
VITVvi_vCabSauv08_v1.1.unplaced.386	30733	1
VITVvi_vCabSauv08_v1.1.unplaced.387	40983	5
VITVvi_vCabSauv08_v1.1.unplaced.388	25250	1
VITVvi_vCabSauv08_v1.1.unplaced.39	425539	44
VITVvi_vCabSauv08_v1.1.unplaced.390	26880	4
VITVvi_vCabSauv08_v1.1.unplaced.391	42737	2
VITVvi_vCabSauv08_v1.1.unplaced.392	40083	6
VITVvi_vCabSauv08_v1.1.unplaced.394	39130	5
VITVvi_vCabSauv08_v1.1.unplaced.395	30445	4
VITVvi_vCabSauv08_v1.1.unplaced.396	22897	2
VITVvi_vCabSauv08_v1.1.unplaced.397	39783	1
VITVvi_vCabSauv08_v1.1.unplaced.398	23064	1
VITVvi_vCabSauv08_v1.1.unplaced.399	22507	1
VITVvi_vCabSauv08_v1.1.unplaced.40	397317	22
VITVvi_vCabSauv08_v1.1.unplaced.401	28640	1
VITVvi_vCabSauv08_v1.1.unplaced.403	34195	2
VITVvi_vCabSauv08_v1.1.unplaced.405	23213	3
VITVvi_vCabSauv08_v1.1.unplaced.406	39447	2
VITVvi_vCabSauv08_v1.1.unplaced.407	17581	2
VITVvi_vCabSauv08_v1.1.unplaced.408	4790	1
VITVvi_vCabSauv08_v1.1.unplaced.409	12114	1
VITVvi_vCabSauv08_v1.1.unplaced.41	407368	29
VITVvi_vCabSauv08_v1.1.unplaced.411	38160	2
VITVvi_vCabSauv08_v1.1.unplaced.412	35340	5
VITVvi_vCabSauv08_v1.1.unplaced.413	23857	2
VITVvi_vCabSauv08_v1.1.unplaced.414	33417	2
VITVvi_vCabSauv08_v1.1.unplaced.417	13587	2
VITVvi_vCabSauv08_v1.1.unplaced.418	23335	3
VITVvi_vCabSauv08_v1.1.unplaced.419	39143	6
VITVvi_vCabSauv08_v1.1.unplaced.42	378545	28
VITVvi_vCabSauv08_v1.1.unplaced.420	31697	1
VITVvi_vCabSauv08_v1.1.unplaced.422	39307	4
VITVvi_vCabSauv08_v1.1.unplaced.423	35398	1
VITVvi_vCabSauv08_v1.1.unplaced.424	34032	4
VITVvi_vCabSauv08_v1.1.unplaced.425	28032	2
VITVvi_vCabSauv08_v1.1.unplaced.429	37025	4
VITVvi_vCabSauv08_v1.1.unplaced.43	358545	40
VITVvi_vCabSauv08_v1.1.unplaced.431	35141	1
VITVvi_vCabSauv08_v1.1.unplaced.433	37961	3
VITVvi_vCabSauv08_v1.1.unplaced.435	33760	2
VITVvi_vCabSauv08_v1.1.unplaced.436	29311	3
VITVvi_vCabSauv08_v1.1.unplaced.437	32696	3
VITVvi_vCabSauv08_v1.1.unplaced.438	2420	1
VITVvi_vCabSauv08_v1.1.unplaced.439	37988	3
VITVvi_vCabSauv08_v1.1.unplaced.44	329256	24
VITVvi_vCabSauv08_v1.1.unplaced.441	35927	1
VITVvi_vCabSauv08_v1.1.unplaced.443	35894	3
VITVvi_vCabSauv08_v1.1.unplaced.444	36681	7
VITVvi_vCabSauv08_v1.1.unplaced.445	36049	2
VITVvi_vCabSauv08_v1.1.unplaced.448	34270	5
VITVvi_vCabSauv08_v1.1.unplaced.449	33765	1
VITVvi_vCabSauv08_v1.1.unplaced.45	355700	37
VITVvi_vCabSauv08_v1.1.unplaced.454	34817	2
VITVvi_vCabSauv08_v1.1.unplaced.455	33382	6
VITVvi_vCabSauv08_v1.1.unplaced.456	34283	3
VITVvi_vCabSauv08_v1.1.unplaced.459	13946	1
VITVvi_vCabSauv08_v1.1.unplaced.46	350672	17
VITVvi_vCabSauv08_v1.1.unplaced.461	25651	4
VITVvi_vCabSauv08_v1.1.unplaced.462	17482	2
VITVvi_vCabSauv08_v1.1.unplaced.463	36337	6
VITVvi_vCabSauv08_v1.1.unplaced.464	35357	5
VITVvi_vCabSauv08_v1.1.unplaced.465	33582	4
VITVvi_vCabSauv08_v1.1.unplaced.466	34422	3
VITVvi_vCabSauv08_v1.1.unplaced.467	35249	7
VITVvi_vCabSauv08_v1.1.unplaced.468	33029	3
VITVvi_vCabSauv08_v1.1.unplaced.469	18434	1
VITVvi_vCabSauv08_v1.1.unplaced.47	316019	19
VITVvi_vCabSauv08_v1.1.unplaced.470	34993	1
VITVvi_vCabSauv08_v1.1.unplaced.471	29472	2
VITVvi_vCabSauv08_v1.1.unplaced.472	25615	4
VITVvi_vCabSauv08_v1.1.unplaced.473	28965	2
VITVvi_vCabSauv08_v1.1.unplaced.475	34631	6
VITVvi_vCabSauv08_v1.1.unplaced.477	35380	2
VITVvi_vCabSauv08_v1.1.unplaced.478	21327	1
VITVvi_vCabSauv08_v1.1.unplaced.479	23691	1
VITVvi_vCabSauv08_v1.1.unplaced.48	216882	3
VITVvi_vCabSauv08_v1.1.unplaced.480	28760	4
VITVvi_vCabSauv08_v1.1.unplaced.481	32481	5
VITVvi_vCabSauv08_v1.1.unplaced.482	32957	4
VITVvi_vCabSauv08_v1.1.unplaced.483	18470	2
VITVvi_vCabSauv08_v1.1.unplaced.484	35049	7
VITVvi_vCabSauv08_v1.1.unplaced.485	35118	1
VITVvi_vCabSauv08_v1.1.unplaced.486	19909	3
VITVvi_vCabSauv08_v1.1.unplaced.49	313874	14
VITVvi_vCabSauv08_v1.1.unplaced.492	20680	1
VITVvi_vCabSauv08_v1.1.unplaced.494	2680	1
VITVvi_vCabSauv08_v1.1.unplaced.495	4774	1
VITVvi_vCabSauv08_v1.1.unplaced.496	21246	2
VITVvi_vCabSauv08_v1.1.unplaced.498	34208	1
VITVvi_vCabSauv08_v1.1.unplaced.50	315769	15
VITVvi_vCabSauv08_v1.1.unplaced.500	31440	4
VITVvi_vCabSauv08_v1.1.unplaced.501	14339	1
VITVvi_vCabSauv08_v1.1.unplaced.503	33027	5
VITVvi_vCabSauv08_v1.1.unplaced.506	4761	1
VITVvi_vCabSauv08_v1.1.unplaced.509	19055	3
VITVvi_vCabSauv08_v1.1.unplaced.51	272878	3
VITVvi_vCabSauv08_v1.1.unplaced.510	1111	2
